order_number,product_key,customer_key,price,quantity,sales_amount,order_date,shipment_date,due_date
SO60367,178,14036,1120,1,1120,17-06-2013,24-06-2013,29-06-2013
SO60367,179,14036,1120,1,1120,17-06-2013,24-06-2013,29-06-2013
SO60367,280,14036,54,1,54,17-06-2013,24-06-2013,29-06-2013
SO60367,14,14036,9,1,9,17-06-2013,24-06-2013,29-06-2013
SO60367,15,14036,9,1,9,17-06-2013,24-06-2013,29-06-2013
SO60367,16,14036,9,1,9,17-06-2013,24-06-2013,29-06-2013
SO60368,375,11579,540,1,540,17-06-2013,24-06-2013,29-06-2013
SO60368,270,11579,9,1,9,17-06-2013,24-06-2013,29-06-2013
SO60368,268,11579,5,1,5,17-06-2013,24-06-2013,29-06-2013
SO60369,176,14127,1120,1,1120,17-06-2013,24-06-2013,29-06-2013
SO60369,177,14127,1120,1,1120,17-06-2013,24-06-2013,29-06-2013
SO60369,279,14127,54,1,54,17-06-2013,24-06-2013,29-06-2013
SO60370,145,2105,2320,1,2320,17-06-2013,24-06-2013,29-06-2013
SO60370,146,2105,2320,1,2320,17-06-2013,24-06-2013,29-06-2013
SO60370,328,2105,35,1,35,17-06-2013,24-06-2013,29-06-2013
SO60370,319,2105,5,1,5,17-06-2013,24-06-2013,29-06-2013
SO60370,3,2105,35,1,35,17-06-2013,24-06-2013,29-06-2013
SO60370,4,2105,35,1,35,17-06-2013,24-06-2013,29-06-2013
SO60370,5,2105,35,1,35,17-06-2013,24-06-2013,29-06-2013
SO60371,354,14401,2384,1,2384,17-06-2013,24-06-2013,29-06-2013
SO60371,6,14401,35,1,35,17-06-2013,24-06-2013,29-06-2013
SO60371,7,14401,35,1,35,17-06-2013,24-06-2013,29-06-2013
SO60371,8,14401,35,1,35,17-06-2013,24-06-2013,29-06-2013
SO60371,23,14401,50,1,50,17-06-2013,24-06-2013,29-06-2013
SO60371,24,14401,50,1,50,17-06-2013,24-06-2013,29-06-2013
SO60371,25,14401,50,1,50,17-06-2013,24-06-2013,29-06-2013
SO60372,178,10327,1120,1,1120,17-06-2013,24-06-2013,29-06-2013
SO60372,179,10327,1120,1,1120,17-06-2013,24-06-2013,29-06-2013
SO60372,6,10327,35,1,35,17-06-2013,24-06-2013,29-06-2013
SO60372,7,10327,35,1,35,17-06-2013,24-06-2013,29-06-2013
SO60372,8,10327,35,1,35,17-06-2013,24-06-2013,29-06-2013
SO60372,253,10327,24,1,24,17-06-2013,24-06-2013,29-06-2013
SO60372,254,10327,24,1,24,17-06-2013,24-06-2013,29-06-2013
SO60373,373,6481,1701,1,1701,17-06-2013,24-06-2013,29-06-2013
SO60373,330,6481,25,1,25,17-06-2013,24-06-2013,29-06-2013
SO60374,178,13035,1120,1,1120,17-06-2013,24-06-2013,29-06-2013
SO60374,179,13035,1120,1,1120,17-06-2013,24-06-2013,29-06-2013
SO60374,330,13035,25,1,25,17-06-2013,24-06-2013,29-06-2013
SO60374,320,13035,4,1,4,17-06-2013,24-06-2013,29-06-2013
SO60374,279,13035,54,1,54,17-06-2013,24-06-2013,29-06-2013
SO60375,176,13012,1120,1,1120,17-06-2013,24-06-2013,29-06-2013
SO60375,177,13012,1120,1,1120,17-06-2013,24-06-2013,29-06-2013
SO60375,23,13012,50,1,50,17-06-2013,24-06-2013,29-06-2013
SO60375,24,13012,50,1,50,17-06-2013,24-06-2013,29-06-2013
SO60375,25,13012,50,1,50,17-06-2013,24-06-2013,29-06-2013
SO60375,14,13012,9,1,9,17-06-2013,24-06-2013,29-06-2013
SO60375,15,13012,9,1,9,17-06-2013,24-06-2013,29-06-2013
SO60375,16,13012,9,1,9,17-06-2013,24-06-2013,29-06-2013
SO60376,355,13191,2384,1,2384,17-06-2013,24-06-2013,29-06-2013
SO60376,3,13191,35,1,35,17-06-2013,24-06-2013,29-06-2013
SO60376,4,13191,35,1,35,17-06-2013,24-06-2013,29-06-2013
SO60376,5,13191,35,1,35,17-06-2013,24-06-2013,29-06-2013
SO60376,14,13191,9,1,9,17-06-2013,24-06-2013,29-06-2013
SO60376,15,13191,9,1,9,17-06-2013,24-06-2013,29-06-2013
SO60376,16,13191,9,1,9,17-06-2013,24-06-2013,29-06-2013
SO60377,351,3215,1215,1,1215,17-06-2013,24-06-2013,29-06-2013
SO60377,321,3215,5,1,5,17-06-2013,24-06-2013,29-06-2013
SO60377,332,3215,29,1,29,17-06-2013,24-06-2013,29-06-2013
SO60377,275,3215,8,1,8,17-06-2013,24-06-2013,29-06-2013
SO60377,277,3215,159,1,159,17-06-2013,24-06-2013,29-06-2013
SO60378,360,17489,742,1,742,17-06-2013,24-06-2013,29-06-2013
SO60379,377,18063,742,1,742,17-06-2013,24-06-2013,29-06-2013
SO60380,367,451,2384,1,2384,17-06-2013,24-06-2013,29-06-2013
SO60380,11,451,35,1,35,17-06-2013,24-06-2013,29-06-2013
SO60380,12,451,35,1,35,17-06-2013,24-06-2013,29-06-2013
SO60380,13,451,35,1,35,17-06-2013,24-06-2013,29-06-2013
SO60380,273,451,9,1,9,17-06-2013,24-06-2013,29-06-2013
SO60381,397,16499,540,1,540,17-06-2013,24-06-2013,29-06-2013
SO60381,320,16499,4,1,4,17-06-2013,24-06-2013,29-06-2013
SO60381,329,16499,21,1,21,17-06-2013,24-06-2013,29-06-2013
SO60381,271,16499,2,1,2,17-06-2013,24-06-2013,29-06-2013
SO60382,327,6293,30,1,30,18-06-2013,25-06-2013,30-06-2013
SO60382,271,6293,2,1,2,18-06-2013,25-06-2013,30-06-2013
SO60382,275,6293,8,1,8,18-06-2013,25-06-2013,30-06-2013
SO60383,327,5701,30,1,30,18-06-2013,25-06-2013,30-06-2013
SO60383,272,5701,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60384,276,7259,22,1,22,18-06-2013,25-06-2013,30-06-2013
SO60384,269,7259,10,1,10,18-06-2013,25-06-2013,30-06-2013
SO60384,268,7259,5,1,5,18-06-2013,25-06-2013,30-06-2013
SO60385,276,6331,22,1,22,18-06-2013,25-06-2013,30-06-2013
SO60386,321,12096,5,1,5,18-06-2013,25-06-2013,30-06-2013
SO60387,320,5175,4,1,4,18-06-2013,25-06-2013,30-06-2013
SO60387,3,5175,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60387,4,5175,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60387,5,5175,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60387,272,5175,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60388,11,4223,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60388,12,4223,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60388,13,4223,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60389,332,8573,29,1,29,18-06-2013,25-06-2013,30-06-2013
SO60389,321,8573,5,1,5,18-06-2013,25-06-2013,30-06-2013
SO60389,255,8573,24,1,24,18-06-2013,25-06-2013,30-06-2013
SO60389,256,8573,24,1,24,18-06-2013,25-06-2013,30-06-2013
SO60390,320,5683,4,1,4,18-06-2013,25-06-2013,30-06-2013
SO60390,331,5683,33,1,33,18-06-2013,25-06-2013,30-06-2013
SO60391,371,6785,1701,1,1701,18-06-2013,25-06-2013,30-06-2013
SO60391,14,6785,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60391,15,6785,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60391,16,6785,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60392,373,10012,1701,1,1701,18-06-2013,25-06-2013,30-06-2013
SO60392,6,10012,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60392,7,10012,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60392,8,10012,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60392,14,10012,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60392,15,10012,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60392,16,10012,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60393,166,5433,2443,1,2443,18-06-2013,25-06-2013,30-06-2013
SO60393,167,5433,2443,1,2443,18-06-2013,25-06-2013,30-06-2013
SO60393,270,5433,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60394,14,18058,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60394,15,18058,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60394,16,18058,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60395,320,201,4,1,4,18-06-2013,25-06-2013,30-06-2013
SO60396,326,15119,25,1,25,18-06-2013,25-06-2013,30-06-2013
SO60396,271,15119,2,1,2,18-06-2013,25-06-2013,30-06-2013
SO60396,275,15119,8,1,8,18-06-2013,25-06-2013,30-06-2013
SO60397,326,15499,25,1,25,18-06-2013,25-06-2013,30-06-2013
SO60397,319,15499,5,1,5,18-06-2013,25-06-2013,30-06-2013
SO60397,6,15499,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60397,7,15499,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60397,8,15499,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60397,255,15499,24,1,24,18-06-2013,25-06-2013,30-06-2013
SO60397,256,15499,24,1,24,18-06-2013,25-06-2013,30-06-2013
SO60398,327,11760,30,1,30,18-06-2013,25-06-2013,30-06-2013
SO60398,319,11760,5,1,5,18-06-2013,25-06-2013,30-06-2013
SO60398,271,11760,2,1,2,18-06-2013,25-06-2013,30-06-2013
SO60399,268,6175,5,1,5,18-06-2013,25-06-2013,30-06-2013
SO60400,268,5673,5,1,5,18-06-2013,25-06-2013,30-06-2013
SO60400,271,5673,2,1,2,18-06-2013,25-06-2013,30-06-2013
SO60401,319,14174,5,1,5,18-06-2013,25-06-2013,30-06-2013
SO60401,276,14174,22,1,22,18-06-2013,25-06-2013,30-06-2013
SO60401,269,14174,10,1,10,18-06-2013,25-06-2013,30-06-2013
SO60402,276,9086,22,1,22,18-06-2013,25-06-2013,30-06-2013
SO60402,275,9086,8,1,8,18-06-2013,25-06-2013,30-06-2013
SO60403,276,4635,22,1,22,18-06-2013,25-06-2013,30-06-2013
SO60404,265,1754,70,1,70,18-06-2013,25-06-2013,30-06-2013
SO60404,263,1754,64,1,64,18-06-2013,25-06-2013,30-06-2013
SO60405,328,2782,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60405,319,2782,5,1,5,18-06-2013,25-06-2013,30-06-2013
SO60406,328,2696,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60407,267,5600,70,1,70,18-06-2013,25-06-2013,30-06-2013
SO60407,26,5600,50,1,50,18-06-2013,25-06-2013,30-06-2013
SO60407,27,5600,50,1,50,18-06-2013,25-06-2013,30-06-2013
SO60407,28,5600,50,1,50,18-06-2013,25-06-2013,30-06-2013
SO60407,253,5600,24,1,24,18-06-2013,25-06-2013,30-06-2013
SO60407,254,5600,24,1,24,18-06-2013,25-06-2013,30-06-2013
SO60408,329,16848,21,1,21,18-06-2013,25-06-2013,30-06-2013
SO60408,271,16848,2,1,2,18-06-2013,25-06-2013,30-06-2013
SO60409,320,9065,4,1,4,18-06-2013,25-06-2013,30-06-2013
SO60409,3,9065,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60409,4,9065,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60409,5,9065,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60410,329,16906,21,1,21,18-06-2013,25-06-2013,30-06-2013
SO60411,321,16845,5,1,5,18-06-2013,25-06-2013,30-06-2013
SO60411,6,16845,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60411,7,16845,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60411,8,16845,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60411,26,16845,50,1,50,18-06-2013,25-06-2013,30-06-2013
SO60411,27,16845,50,1,50,18-06-2013,25-06-2013,30-06-2013
SO60411,28,16845,50,1,50,18-06-2013,25-06-2013,30-06-2013
SO60412,321,14496,5,1,5,18-06-2013,25-06-2013,30-06-2013
SO60412,6,14496,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60412,7,14496,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60412,8,14496,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60413,328,927,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60413,319,927,5,1,5,18-06-2013,25-06-2013,30-06-2013
SO60414,162,9496,2443,1,2443,18-06-2013,25-06-2013,30-06-2013
SO60414,163,9496,2443,1,2443,18-06-2013,25-06-2013,30-06-2013
SO60414,320,9496,4,1,4,18-06-2013,25-06-2013,30-06-2013
SO60414,331,9496,33,1,33,18-06-2013,25-06-2013,30-06-2013
SO60414,271,9496,2,1,2,18-06-2013,25-06-2013,30-06-2013
SO60415,371,6151,1701,1,1701,18-06-2013,25-06-2013,30-06-2013
SO60415,330,6151,25,1,25,18-06-2013,25-06-2013,30-06-2013
SO60415,320,6151,4,1,4,18-06-2013,25-06-2013,30-06-2013
SO60415,6,6151,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60415,7,6151,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60415,8,6151,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60416,388,5084,540,1,540,18-06-2013,25-06-2013,30-06-2013
SO60416,276,5084,22,1,22,18-06-2013,25-06-2013,30-06-2013
SO60417,387,8699,540,1,540,18-06-2013,25-06-2013,30-06-2013
SO60417,326,8699,25,1,25,18-06-2013,25-06-2013,30-06-2013
SO60417,271,8699,2,1,2,18-06-2013,25-06-2013,30-06-2013
SO60417,277,8699,159,1,159,18-06-2013,25-06-2013,30-06-2013
SO60418,151,2949,2295,1,2295,18-06-2013,25-06-2013,30-06-2013
SO60418,152,2949,2295,1,2295,18-06-2013,25-06-2013,30-06-2013
SO60418,276,2949,22,1,22,18-06-2013,25-06-2013,30-06-2013
SO60418,263,2949,64,1,64,18-06-2013,25-06-2013,30-06-2013
SO60419,145,813,2320,1,2320,18-06-2013,25-06-2013,30-06-2013
SO60419,146,813,2320,1,2320,18-06-2013,25-06-2013,30-06-2013
SO60419,271,813,2,1,2,18-06-2013,25-06-2013,30-06-2013
SO60420,145,1782,2320,1,2320,18-06-2013,25-06-2013,30-06-2013
SO60420,146,1782,2320,1,2320,18-06-2013,25-06-2013,30-06-2013
SO60420,269,1782,10,1,10,18-06-2013,25-06-2013,30-06-2013
SO60421,145,781,2320,1,2320,18-06-2013,25-06-2013,30-06-2013
SO60421,146,781,2320,1,2320,18-06-2013,25-06-2013,30-06-2013
SO60421,328,781,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60421,319,781,5,1,5,18-06-2013,25-06-2013,30-06-2013
SO60421,6,781,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60421,7,781,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60421,8,781,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60422,153,955,2295,1,2295,18-06-2013,25-06-2013,30-06-2013
SO60422,154,955,2295,1,2295,18-06-2013,25-06-2013,30-06-2013
SO60422,328,955,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60422,271,955,2,1,2,18-06-2013,25-06-2013,30-06-2013
SO60423,358,17389,742,1,742,18-06-2013,25-06-2013,30-06-2013
SO60423,14,17389,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60423,15,17389,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60423,16,17389,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60424,369,8198,1215,1,1215,18-06-2013,25-06-2013,30-06-2013
SO60424,3,8198,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60424,4,8198,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60424,5,8198,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60425,351,15955,1215,1,1215,18-06-2013,25-06-2013,30-06-2013
SO60425,14,15955,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60425,15,15955,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60425,16,15955,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60426,164,8951,2443,1,2443,18-06-2013,25-06-2013,30-06-2013
SO60426,165,8951,2443,1,2443,18-06-2013,25-06-2013,30-06-2013
SO60426,270,8951,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60426,268,8951,5,1,5,18-06-2013,25-06-2013,30-06-2013
SO60426,278,8951,55,1,55,18-06-2013,25-06-2013,30-06-2013
SO60426,275,8951,8,1,8,18-06-2013,25-06-2013,30-06-2013
SO60427,374,12410,1701,1,1701,18-06-2013,25-06-2013,30-06-2013
SO60427,11,12410,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60427,12,12410,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60427,13,12410,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60428,164,2527,2443,1,2443,18-06-2013,25-06-2013,30-06-2013
SO60428,165,2527,2443,1,2443,18-06-2013,25-06-2013,30-06-2013
SO60428,3,2527,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60428,4,2527,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60428,5,2527,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60429,168,8965,2443,1,2443,18-06-2013,25-06-2013,30-06-2013
SO60429,169,8965,2443,1,2443,18-06-2013,25-06-2013,30-06-2013
SO60429,11,8965,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60429,12,8965,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60429,13,8965,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60430,176,5530,1120,1,1120,18-06-2013,25-06-2013,30-06-2013
SO60430,177,5530,1120,1,1120,18-06-2013,25-06-2013,30-06-2013
SO60430,281,5530,54,1,54,18-06-2013,25-06-2013,30-06-2013
SO60431,172,14120,1120,1,1120,18-06-2013,25-06-2013,30-06-2013
SO60431,173,14120,1120,1,1120,18-06-2013,25-06-2013,30-06-2013
SO60431,330,14120,25,1,25,18-06-2013,25-06-2013,30-06-2013
SO60431,271,14120,2,1,2,18-06-2013,25-06-2013,30-06-2013
SO60432,178,5929,1120,1,1120,18-06-2013,25-06-2013,30-06-2013
SO60432,179,5929,1120,1,1120,18-06-2013,25-06-2013,30-06-2013
SO60433,397,16349,540,1,540,18-06-2013,25-06-2013,30-06-2013
SO60433,6,16349,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60433,7,16349,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60433,8,16349,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60433,253,16349,24,1,24,18-06-2013,25-06-2013,30-06-2013
SO60433,254,16349,24,1,24,18-06-2013,25-06-2013,30-06-2013
SO60434,354,125,2384,1,2384,18-06-2013,25-06-2013,30-06-2013
SO60434,6,125,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60434,7,125,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60434,8,125,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60435,384,5161,565,1,565,18-06-2013,25-06-2013,30-06-2013
SO60435,326,5161,25,1,25,18-06-2013,25-06-2013,30-06-2013
SO60435,319,5161,5,1,5,18-06-2013,25-06-2013,30-06-2013
SO60436,369,12512,1215,1,1215,18-06-2013,25-06-2013,30-06-2013
SO60436,26,12512,50,1,50,18-06-2013,25-06-2013,30-06-2013
SO60436,27,12512,50,1,50,18-06-2013,25-06-2013,30-06-2013
SO60436,28,12512,50,1,50,18-06-2013,25-06-2013,30-06-2013
SO60437,352,13641,2384,1,2384,18-06-2013,25-06-2013,30-06-2013
SO60437,3,13641,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60437,4,13641,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60437,5,13641,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60438,367,14768,2384,1,2384,18-06-2013,25-06-2013,30-06-2013
SO60438,332,14768,29,1,29,18-06-2013,25-06-2013,30-06-2013
SO60438,321,14768,5,1,5,18-06-2013,25-06-2013,30-06-2013
SO60438,11,14768,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60438,12,14768,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60438,13,14768,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60439,364,14410,2384,1,2384,18-06-2013,25-06-2013,30-06-2013
SO60440,397,12167,540,1,540,18-06-2013,25-06-2013,30-06-2013
SO60440,270,12167,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60440,275,12167,8,1,8,18-06-2013,25-06-2013,30-06-2013
SO60441,397,10615,540,1,540,18-06-2013,25-06-2013,30-06-2013
SO60442,395,12149,540,1,540,18-06-2013,25-06-2013,30-06-2013
SO60443,178,8537,1120,1,1120,18-06-2013,25-06-2013,30-06-2013
SO60443,179,8537,1120,1,1120,18-06-2013,25-06-2013,30-06-2013
SO60444,180,9282,1120,1,1120,18-06-2013,25-06-2013,30-06-2013
SO60444,181,9282,1120,1,1120,18-06-2013,25-06-2013,30-06-2013
SO60444,6,9282,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60444,7,9282,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60444,8,9282,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60444,257,9282,24,1,24,18-06-2013,25-06-2013,30-06-2013
SO60444,258,9282,24,1,24,18-06-2013,25-06-2013,30-06-2013
SO60445,178,7860,1120,1,1120,18-06-2013,25-06-2013,30-06-2013
SO60445,179,7860,1120,1,1120,18-06-2013,25-06-2013,30-06-2013
SO60445,6,7860,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60445,7,7860,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60445,8,7860,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60446,176,9832,1120,1,1120,18-06-2013,25-06-2013,30-06-2013
SO60446,177,9832,1120,1,1120,18-06-2013,25-06-2013,30-06-2013
SO60446,6,9832,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60446,7,9832,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60446,8,9832,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60446,20,9832,50,1,50,18-06-2013,25-06-2013,30-06-2013
SO60446,21,9832,50,1,50,18-06-2013,25-06-2013,30-06-2013
SO60446,22,9832,50,1,50,18-06-2013,25-06-2013,30-06-2013
SO60446,253,9832,24,1,24,18-06-2013,25-06-2013,30-06-2013
SO60446,254,9832,24,1,24,18-06-2013,25-06-2013,30-06-2013
SO60447,395,11441,540,1,540,18-06-2013,25-06-2013,30-06-2013
SO60447,268,11441,5,1,5,18-06-2013,25-06-2013,30-06-2013
SO60447,270,11441,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60448,396,11653,540,1,540,18-06-2013,25-06-2013,30-06-2013
SO60448,270,11653,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60448,268,11653,5,1,5,18-06-2013,25-06-2013,30-06-2013
SO60449,366,18478,2384,1,2384,18-06-2013,25-06-2013,30-06-2013
SO60449,14,18478,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60449,15,18478,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60449,16,18478,9,1,9,18-06-2013,25-06-2013,30-06-2013
SO60449,11,18478,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60449,12,18478,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60449,13,18478,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60450,379,6072,769,1,769,18-06-2013,25-06-2013,30-06-2013
SO60450,265,6072,70,1,70,18-06-2013,25-06-2013,30-06-2013
SO60451,364,455,2384,1,2384,18-06-2013,25-06-2013,30-06-2013
SO60451,6,455,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60451,7,455,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60451,8,455,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60452,364,460,2384,1,2384,18-06-2013,25-06-2013,30-06-2013
SO60452,11,460,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60452,12,460,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60452,13,460,35,1,35,18-06-2013,25-06-2013,30-06-2013
SO60453,149,3196,2295,1,2295,19-06-2013,26-06-2013,01-07-2013
SO60453,150,3196,2295,1,2295,19-06-2013,26-06-2013,01-07-2013
SO60453,269,3196,10,1,10,19-06-2013,26-06-2013,01-07-2013
SO60453,268,3196,5,1,5,19-06-2013,26-06-2013,01-07-2013
SO60453,3,3196,35,1,35,19-06-2013,26-06-2013,01-07-2013
SO60453,4,3196,35,1,35,19-06-2013,26-06-2013,01-07-2013
SO60453,5,3196,35,1,35,19-06-2013,26-06-2013,01-07-2013
SO60454,145,594,2320,1,2320,19-06-2013,26-06-2013,01-07-2013
SO60454,146,594,2320,1,2320,19-06-2013,26-06-2013,01-07-2013
SO60454,269,594,10,1,10,19-06-2013,26-06-2013,01-07-2013
SO60455,149,1461,2295,1,2295,19-06-2013,26-06-2013,01-07-2013
SO60455,150,1461,2295,1,2295,19-06-2013,26-06-2013,01-07-2013
SO60455,3,1461,35,1,35,19-06-2013,26-06-2013,01-07-2013
SO60455,4,1461,35,1,35,19-06-2013,26-06-2013,01-07-2013
SO60455,5,1461,35,1,35,19-06-2013,26-06-2013,01-07-2013
SO60455,23,1461,50,1,50,19-06-2013,26-06-2013,01-07-2013
SO60455,24,1461,50,1,50,19-06-2013,26-06-2013,01-07-2013
SO60455,25,1461,50,1,50,19-06-2013,26-06-2013,01-07-2013
SO60456,145,1809,2320,1,2320,19-06-2013,26-06-2013,01-07-2013
SO60456,146,1809,2320,1,2320,19-06-2013,26-06-2013,01-07-2013
SO60457,149,1381,2295,1,2295,19-06-2013,26-06-2013,01-07-2013
SO60457,150,1381,2295,1,2295,19-06-2013,26-06-2013,01-07-2013
SO60457,271,1381,2,1,2,19-06-2013,26-06-2013,01-07-2013
SO60458,275,877,8,1,8,19-06-2013,26-06-2013,01-07-2013
SO60459,319,2138,5,1,5,19-06-2013,26-06-2013,01-07-2013
SO60459,326,2138,25,1,25,19-06-2013,26-06-2013,01-07-2013
SO60459,6,2138,35,1,35,19-06-2013,26-06-2013,01-07-2013
SO60459,7,2138,35,1,35,19-06-2013,26-06-2013,01-07-2013
SO60459,8,2138,35,1,35,19-06-2013,26-06-2013,01-07-2013
SO60460,319,2042,5,1,5,19-06-2013,26-06-2013,01-07-2013
SO60460,326,2042,25,1,25,19-06-2013,26-06-2013,01-07-2013
SO60460,3,2042,35,1,35,19-06-2013,26-06-2013,01-07-2013
SO60460,4,2042,35,1,35,19-06-2013,26-06-2013,01-07-2013
SO60460,5,2042,35,1,35,19-06-2013,26-06-2013,01-07-2013
SO60461,266,11170,70,1,70,19-06-2013,26-06-2013,01-07-2013
SO60461,14,11170,9,1,9,19-06-2013,26-06-2013,01-07-2013
SO60461,15,11170,9,1,9,19-06-2013,26-06-2013,01-07-2013
SO60461,16,11170,9,1,9,19-06-2013,26-06-2013,01-07-2013
SO60462,319,14242,5,1,5,19-06-2013,26-06-2013,01-07-2013
SO60463,320,2128,4,1,4,19-06-2013,26-06-2013,01-07-2013
SO60463,271,2128,2,1,2,19-06-2013,26-06-2013,01-07-2013
SO60464,271,8092,2,1,2,19-06-2013,26-06-2013,01-07-2013
SO60465,279,6053,54,1,54,19-06-2013,26-06-2013,01-07-2013
SO60466,168,11502,2443,1,2443,19-06-2013,26-06-2013,01-07-2013
SO60466,169,11502,2443,1,2443,19-06-2013,26-06-2013,01-07-2013
SO60466,268,11502,5,1,5,19-06-2013,26-06-2013,01-07-2013
SO60466,270,11502,9,1,9,19-06-2013,26-06-2013,01-07-2013
SO60466,11,11502,35,1,35,19-06-2013,26-06-2013,01-07-2013
SO60466,12,11502,35,1,35,19-06-2013,26-06-2013,01-07-2013
